+--------+--------+--------+--------+--------+-----+---------------+---------------------+---------------------+
|  PCA   | Kernel |   c    | degree | gamma  |  K  | Working Point |        minDCF       |        C_prim       |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.26806670553395195 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.4973557419299522 |
|   9    |  RBF   |  0.1   |   -    | 1e-05  |  1  |  (0.1, 1, 1)  |  0.9628770094381821 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.898614467116522  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9307457382773521 |
|   9    |  RBF   |  0.1   |   -    | 0.0001 |  1  |  (0.1, 1, 1)  |  0.9530401885854671 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.6859653317427744 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.8195027601641207 |
|   9    |  RBF   |  0.1   |   -    | 0.001  |  1  |  (0.1, 1, 1)  |  0.9196323155388676 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.502908416477197  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.7112703660080323 |
|   9    |  RBF   |  0.1   |   -    |  0.01  |  1  |  (0.1, 1, 1)  |  0.623250519050625  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.20217156562569558 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.4127110423381603 |
|   9    |  RBF   |  0.1   |   -    |  0.1   |  1  |  (0.1, 1, 1)  |  0.7394163969501288 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.23276585096067456 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.4860911239554017 |
|   9    |  RBF   |  0.1   |   -    |   1    |  1  |  (0.1, 1, 1)  |  0.7266447783259524 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.30509883043581115 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.5158718043808818 |
|   9    |  RBF   |  0.1   |   -    | 1e-05  |  10 |  (0.1, 1, 1)  |  0.9669204965760991 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.8091189661445457 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.8880197313603224 |
|   9    |  RBF   |  0.1   |   -    | 0.0001 |  10 |  (0.1, 1, 1)  |  0.940902681185886  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.6018552016743131 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.7713789414300996 |
|   9    |  RBF   |  0.1   |   -    | 0.001  |  10 |  (0.1, 1, 1)  |  0.922726037790297  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.4929010834715609 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.707813560630929  |
|   9    |  RBF   |  0.1   |   -    |  0.01  |  10 |  (0.1, 1, 1)  |  0.6232969201292414 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.2034988840877562 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.4133979021084988 |
|   9    |  RBF   |  0.1   |   -    |  0.1   |  10 |  (0.1, 1, 1)  |  0.7427981406544533 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.23288465892080792 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.4878413997876306 |
|   9    |  RBF   |  0.1   |   -    |   1    |  10 |  (0.1, 1, 1)  |  0.7266447783259524 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.33392445406731197 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.5302846161966321 |
|   9    |  RBF   |   1    |   -    | 1e-05  | 0.1 |  (0.1, 1, 1)  |  0.9656791030027918 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.7852857725600735 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.8754824377814326 |
|   9    |  RBF   |   1    |   -    | 0.0001 | 0.1 |  (0.1, 1, 1)  |  0.9414436969429699 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.6220407366434892 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.7817422167932295 |
|   9    |  RBF   |   1    |   -    | 0.001  | 0.1 |  (0.1, 1, 1)  |  0.6624702878143773 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.18273736873716878 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.42260382827577303 |
|   9    |  RBF   |   1    |   -    |  0.01  | 0.1 |  (0.1, 1, 1)  |  0.3963302293038248 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.10512521166178553 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.25072772048280517 |
|   9    |  RBF   |   1    |   -    |  0.1   | 0.1 |  (0.1, 1, 1)  |  0.6552410619622787 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.21004588154215487 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.4326434717522168 |
|   9    |  RBF   |   1    |   -    |   1    | 0.1 |  (0.1, 1, 1)  |  0.7266447783259524 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.2815347894415776 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.504089783883765  |
|   9    |  RBF   |   1    |   -    | 1e-05  |  1  |  (0.1, 1, 1)  |  0.9589165086112426 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.7550940477347223 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.8570052781729824 |
|   9    |  RBF   |   1    |   -    | 0.0001 |  1  |  (0.1, 1, 1)  |   0.93952847280085  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.6164739978467448 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.7780012353237974 |
|   9    |  RBF   |   1    |   -    | 0.001  |  1  |  (0.1, 1, 1)  |  0.5682727595713082 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.1417794047032144 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.3550260821372613 |
|   9    |  RBF   |   1    |   -    |  0.01  |  1  |  (0.1, 1, 1)  | 0.40458659903659583 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.1126864274361564 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.2586365132363761 |
|   9    |  RBF   |   1    |   -    |  0.1   |  1  |  (0.1, 1, 1)  |  0.6578607240083434 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.21325763652565718 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.4355591802670003 |
|   9    |  RBF   |   1    |   -    |   1    |  1  |  (0.1, 1, 1)  |  0.7266447783259524 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.29205663552864053 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.5093507069272964 |
|   9    |  RBF   |   1    |   -    | 1e-05  |  10 |  (0.1, 1, 1)  |  0.955726885305569  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.7469729038751709 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.8513498945903699 |
|   9    |  RBF   |   1    |   -    | 0.0001 |  10 |  (0.1, 1, 1)  |  0.9422732738300151 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.6044359799137603 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.7733546268718877 |
|   9    |  RBF   |   1    |   -    | 0.001  |  10 |  (0.1, 1, 1)  |  0.5592059820276727 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.14071267504028234 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.3499593285339775 |
|   9    |  RBF   |   1    |   -    |  0.01  |  10 |  (0.1, 1, 1)  |  0.4031631114921118 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.11320456215118231 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.2581838368216471 |
|   9    |  RBF   |   1    |   -    |  0.1   |  10 |  (0.1, 1, 1)  |  0.6578607240083434 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.21325763652565718 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.4355591802670003 |
|   9    |  RBF   |   1    |   -    |   1    |  10 |  (0.1, 1, 1)  |  0.7272817210011118 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.3239347096552986 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.5256082153282051 |
|   8    | Linear | 0.0001 |   -    |   -    | 0.1 |  (0.1, 1, 1)  |  0.9786147904959852 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.8942781602891268 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.936446475392556  |
|   8    | Linear | 0.0001 |   -    |   -    |  1  |  (0.1, 1, 1)  |  0.9793316363741216 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.8932365966136361 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9362841164938789 |
|   8    | Linear | 0.0001 |   -    |   -    |  10 |  (0.1, 1, 1)  |  0.9848970216577971 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.899832166015584  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9423645938366906 |
|   8    | Linear | 0.001  |   -    |   -    | 0.1 |  (0.1, 1, 1)  |  0.9888358048343037 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.8987995364994115 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9438176706668575 |
|   8    | Linear | 0.001  |   -    |   -    |  1  |  (0.1, 1, 1)  |  0.9870782075253446 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.8991923208032354 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |   0.94313526416429  |
|   8    | Linear | 0.001  |   -    |   -    |  10 |  (0.1, 1, 1)  |  0.9909189660585552 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9322070356895196 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9615630008740375 |
|   8    | Linear |  0.01  |   -    |   -    | 0.1 |  (0.1, 1, 1)  |  0.9895679684382863 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.8998323551360832 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9447001617871847 |
|   8    | Linear |  0.01  |   -    |   -    |  1  |  (0.1, 1, 1)  |  0.9902797122105282 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9013195740948836 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9457996431527059 |
|   8    | Linear |  0.01  |   -    |   -    |  10 |  (0.1, 1, 1)  |  0.9986462114467045 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9086273411052037 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9536367762759541 |
|   8    | Linear |  0.1   |   -    |   -    | 0.1 |  (0.1, 1, 1)  |  0.9895935092652982 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9008399292885148 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9452167192769065 |
|   8    | Linear |  0.1   |   -    |   -    |  1  |  (0.1, 1, 1)  |  0.9933481099725906 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9386254588389432 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9659867844057669 |
|   8    | Linear |  0.1   |   -    |   -    |  10 |  (0.1, 1, 1)  |  0.996415770609319  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9084517202570621 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9524337454331906 |
|   8    | Linear |   1    |   -    |   -    | 0.1 |  (0.1, 1, 1)  |  0.9835652453384116 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.8969303452572541 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9402477952978329 |
|   8    | Linear |   1    |   -    |   -    |  1  |  (0.1, 1, 1)  |  0.9869818083451681 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9334903197072751 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9602360640262216 |
|   8    | Linear |   1    |   -    |   -    |  10 |  (0.1, 1, 1)  |   0.99665548021825  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9308877125337156 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9637715963759828 |
|   8    |  Poly  | 0.0001 |   2    |   -    | 0.1 |  (0.1, 1, 1)  |  0.2931070427905098 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.08953482839448815 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.19132093559249896 |
