+--------+------------+----------------+-------------+---------------+---------------------+---------------------+
|  PCA   | g (target) | g (NON target) |   function  | Working Point |        minDCF       |        C_prim       |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.9091052466974865 |
|   2    |     2      |       8        |    GMM_EM   |  (0.1, 1, 1)  |  0.9979895549290567 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.7561290212531947 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.8770592880911257 |
|   2    |     2      |       8        | GMM_EM_diag |  (0.1, 1, 1)  |  0.9908466977861996 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.754714707368012  |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.8727807025771058 |
|   2    |     2      |       8        | GMM_EM_tied |  (0.1, 1, 1)  |  0.9952356084146728 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.7337927654101147 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.8645141869123938 |
|   2    |     2      |       16       |    GMM_EM   |  (0.1, 1, 1)  |  0.9979395697803568 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.7511246148158975 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.8745320922981272 |
|   2    |     2      |       16       | GMM_EM_diag |  (0.1, 1, 1)  |  0.9931117263455687 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.7522279707923969 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.8726698485689828 |
|   2    |     2      |       16       | GMM_EM_tied |  (0.1, 1, 1)  |  0.9945238646424309 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.7358385358978603 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.8651812002701456 |
|   2    |     4      |       1        |    GMM_EM   |  (0.1, 1, 1)  |  0.9986338034725131 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.9918343065513529 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.995234055011933  |
|   2    |     4      |       1        | GMM_EM_diag |  (0.1, 1, 1)  |  0.9980092687715454 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.9979663658970527 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.9979878173342991 |
|   2    |     4      |       1        | GMM_EM_tied |  (0.1, 1, 1)  |  0.9913847402986924 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.8268257530962806 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.9091052466974865 |
|   2    |     4      |       2        |    GMM_EM   |  (0.1, 1, 1)  |  0.9979220597002711 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.8969476692112757 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.9474348644557734 |
|   2    |     4      |       2        | GMM_EM_diag |  (0.1, 1, 1)  |  0.9952994879025516 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.7460780756454581 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.8706887817740049 |
|   2    |     4      |       2        | GMM_EM_tied |  (0.1, 1, 1)  |  0.9913847402986924 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.8268257530962806 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.9091052466974865 |
|   2    |     4      |       4        |    GMM_EM   |  (0.1, 1, 1)  |  0.9959988237006021 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.7523511621830423 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.8741749929418222 |
|   2    |     4      |       4        | GMM_EM_diag |  (0.1, 1, 1)  |  0.9944505499103353 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.7526831369841289 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.8735668434472321 |
|   2    |     4      |       4        | GMM_EM_tied |  (0.1, 1, 1)  |  0.9913847402986924 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.8268257530962806 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.9091052466974865 |
|   2    |     4      |       8        |    GMM_EM   |  (0.1, 1, 1)  |  0.9960415029810047 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.7518374141663019 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.8739394585736533 |
|   2    |     4      |       8        | GMM_EM_diag |  (0.1, 1, 1)  |  0.997996860797354  |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.7524358478722944 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.8752163543348241 |
|   2    |     4      |       8        | GMM_EM_tied |  (0.1, 1, 1)  |  0.9952356084146728 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.7337927654101147 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.8645141869123938 |
|   2    |     4      |       16       |    GMM_EM   |  (0.1, 1, 1)  |  0.9985765124555159 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.7513718087790136 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.8749741606172647 |
|   2    |     4      |       16       | GMM_EM_diag |  (0.1, 1, 1)  |  0.9986019925428277 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.756834597253996  |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.8777182948984119 |
|   2    |     4      |       16       | GMM_EM_tied |  (0.1, 1, 1)  |  0.9945238646424309 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.7358385358978603 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.8651812002701456 |
|   2    |     8      |       1        |    GMM_EM   |  (0.1, 1, 1)  |  0.9993630573248407 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.9932255002459589 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.9962942787853998 |
|   2    |     8      |       1        | GMM_EM_diag |  (0.1, 1, 1)  |  0.9979373774261175 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.9946340856974084 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.996285731561763  |
|   2    |     8      |       1        | GMM_EM_tied |  (0.1, 1, 1)  |         1.0         |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.992308509891681  |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.9961542549458404 |
|   2    |     8      |       2        |    GMM_EM   |  (0.1, 1, 1)  |  0.9950925946913888 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.8970671969464424 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.9460798958189156 |
|   2    |     8      |       2        | GMM_EM_diag |  (0.1, 1, 1)  |  0.9965660673845728 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.748504184299924  |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.8725351258422485 |
|   2    |     8      |       2        | GMM_EM_tied |  (0.1, 1, 1)  |         1.0         |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.992308509891681  |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.9961542549458404 |
|   2    |     8      |       4        |    GMM_EM   |  (0.1, 1, 1)  |  0.9951425798400887 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.7486336115884578 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.8718880957142732 |
|   2    |     8      |       4        | GMM_EM_diag |  (0.1, 1, 1)  |  0.9952870799283602 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.7529465148527593 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.8741167973905597 |
|   2    |     8      |       4        | GMM_EM_tied |  (0.1, 1, 1)  |         1.0         |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.992308509891681  |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.9961542549458404 |
|   2    |     8      |       8        |    GMM_EM   |  (0.1, 1, 1)  |  0.9937938933926876 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.7538298736008571 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.8738118834967723 |
